,CrAss,CorAss,ThrbAss,FreAss,ThrInAss,OthAss,TotAss
471,-,-,-,-,-,-,-
472,-,-,-,-,-,-,-
473,-,-,-,-,-,0.1,0.1
474,-,-,-,-,-,-,-
475,-,-,-,-,-,-,-
476,-,-,-,-,-,-,-
477,-,-,-,-,-,-,-
478,-,-,-,-,-,-,-
479,-,-,-,-,-,0.2,0.2
480,-,-,-,-,-,-,-
481,-,-,-,-,-,-,-
482,-,-,-,-,-,-,-
483,-,-,-,-,-,0.1,0.1
484,-,-,-,-,-,-,0.1
485,-,-,-,-,-,-,-
486,-,-,-,-,-,-,-
487,-,-,-,-,-,-,-
488,-,-,-,-,-,-,-
489,-,-,-,-,-,-,-
490,-,-,-,-,-,-,-
491,-,-,-,-,-,-,-
492,-,-,-,-,-,-,-
493,-,-,-,-,-,-,-
494,-,-,-,-,-,-,-
495,-,-,-,-,-,-,-
496,-,-,-,-,-,-,-
497,-,-,-,-,-,-,-
498,-,-,-,-,-,-,-
499,-,-,-,-,-,-,-
500,-,-,-,-,-,0.1,0.1
501,-,-,-,-,-,-,-
502,-,-,-,-,-,-,-
503,-,-,-,-,-,-,-
504,-,-,-,-,-,-,-
505,-,-,-,-,-,-,-
506,0.1,-,-,-,-,-,0.1
507,-,-,-,-,-,-,-
508,-,-,-,-,-,-,-
509,-,-,-,-,-,0.1,0.1
510,-,-,-,-,-,-,-
511,-,-,-,-,-,-,-
512,-,-,-,-,-,-,-
513,-,-,0.1,-,-,-,0.1
514,-,-,-,-,-,-,-
515,0.1,-,-,0.1,-,-,0.1
516,-,-,-,-,-,-,-
517,-,-,-,-,-,-,-
518,-,-,-,-,-,-,-
519,-,-,-,-,-,-,-
520,-,-,-,-,-,-,-
521,-,-,-,-,-,-,-
522,-,-,-,-,-,-,-
523,-,-,-,-,-,-,-
524,-,-,-,-,-,-,-
525,-,-,-,-,-,-,-
526,-,-,-,-,-,-,-
527,-,-,-,-,-,-,-
528,-,-,-,-,-,-,-
529,-,-,-,-,-,-,-
530,-,-,-,-,-,-,-
531,-,-,-,-,-,-,-
532,-,-,-,-,-,-,-
533,-,-,-,-,-,-,-
534,-,-,-,-,-,-,-
535,-,-,-,-,-,-,-
536,-,-,-,-,-,-,-
537,-,-,-,-,-,-,-
538,-,-,-,-,-,-,-
539,-,-,-,-,-,-,-
540,-,-,-,-,-,-,-
541,-,-,-,-,-,-,-
542,-,-,-,-,-,-,-
543,-,-,-,-,-,-,-
544,-,-,-,-,-,-,-
545,-,-,-,-,-,-,-
546,-,-,-,-,-,-,-
547,-,-,-,-,-,-,-
548,-,-,-,-,-,-,-
549,-,-,-,-,-,-,-
550,-,-,-,-,-,-,-
551,-,-,-,-,-,-,-
552,-,-,-,-,-,-,-
553,-,-,-,-,-,-,-
554,-,-,-,-,-,-,-
555,-,-,-,-,-,-,-
556,-,-,-,-,-,-,-
557,-,-,-,-,-,-,-
558,-,-,-,-,-,-,-
559,-,-,-,-,-,-,-
560,-,-,-,-,-,-,-
561,-,-,-,-,-,-,-
562,-,-,-,-,-,-,-
563,-,-,-,-,-,-,-
564,-,-,-,-,-,-,-
565,-,-,-,-,-,-,-
566,-,-,-,-,-,-,-
567,-,-,-,-,-,-,-
568,-,-,-,-,-,-,-
569,-,-,-,-,-,-,-
570,-,-,-,-,-,-,-
571,-,-,-,-,-,-,-
572,-,-,-,-,-,-,-
573,-,-,-,-,-,-,-
574,-,-,-,-,-,-,-
575,-,-,-,-,-,-,-
576,-,-,-,-,-,-,-
577,-,-,-,-,-,-,-
578,-,-,-,-,-,-,-
579,-,-,-,-,-,-,-
580,-,-,-,-,-,-,-
581,-,-,-,-,-,-,-
582,-,-,-,-,-,-,-
583,-,-,-,-,-,-,-
584,-,-,-,-,-,-,-
585,-,-,-,-,-,-,-
586,-,-,-,-,-,-,-
